hour,Day_of_Week,Main_Street,Nearest_Street,At_Intersection,Light_Conditions,Weather_Condition,Roadway_Surface_Condition,Traffic_Control_Device,Intersection_Type,Type_of_Collision,Number_of_Vehicles_Involved,School_Zone,Work_Zone_Related,Zone_ID,road_key,ADT,AAWDT,match_type
21,SAT,2900 BALTIC AV,3000 BALTIC AV,  500 Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,2900 BALTIC AV,2400.0,2600.0,median_fill
2,SUN,4928 CARNATION AV, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,3,NO,NO,323,4928 CARNATION AV,2400.0,2600.0,median_fill
21,SUN,100 WITCHDUCK RD N, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,324,100 WITCHDUCK RD N,5100.0,5600.0,fuzzy
2,SUN,4817 COLUMBUS ST, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,HEAD ON,2,NO,NO,324,4817 COLUMBUS ST,15000.0,16000.0,fuzzy
23,SAT,100 INDEPENDENCE BL S, ,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-SAME DIRECTION,2,NO,NO,324,100 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
1,SUN,3200 WEST NECK RD,2500 INDIAN RIVER RD,  .33 Miles From,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,121,3200 WEST NECK RD,39000.0,42000.0,fuzzy
19,SUN,2408 CAMINO REAL SOUTH,RANCHERO RD,  400 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,122,2408 CAMINO REAL SOUTH,4000.0,4300.0,fuzzy
21,SUN,BLACKWATER RD,OLD CAROLINA RD, 1.00 Miles From,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,BLACKWATER RD,2900.0,3100.0,exact
9,SUN,VIRGINIA BEACH BLVD,WEST LN,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
12,SAT,BIRDNECK RD S,BROOKLYN AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,BIRDNECK RD S,28000.0,48000.0,exact
13,FRI,FIRST COLONIAL RD,SOUTHALL DR,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,TWO APPROACHES,REAR END,4,NO,NO,na,FIRST COLONIAL RD,36000.0,39000.0,exact
11,MON,LASKIN RD,HILLTOP PLAZA SC,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,YES,na,LASKIN RD,3000.0,3200.0,exact
22,SUN,PRINCESS ANNE RD,FERRELL PKWY,  100 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,PRINCESS ANNE RD,20000.0,22000.0,exact
20,FRI,1900 BLOCK OF GENERAL BOOTH BOULEVARD,LAS CRUCES DRIVE,  206 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,1900 BLOCK OF GENERAL BOOTH BOULEVARD,46000.0,50000.0,fuzzy
13,THU,ROSEMONT RD S,BUCKNER BL,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,428,ROSEMONT RD S,30000.0,32000.0,fuzzy
14,THU,700 BLOCK LYNNHAVEN PARKWAY,EAST MALL DRIVE,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,700 BLOCK LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
17,SAT,1800 PLEASANT RIDGE RD,3800 DAWLEY RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,na,1800 PLEASANT RIDGE RD,39000.0,42000.0,fuzzy
20,SAT,3189 INDIAN RIVER ROAD,3700 NORTH LANDING ROAD,00.25 Miles From,DARKNESS-ROAD NOT LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,DEER,1,NO,NO,na,3189 INDIAN RIVER ROAD,71000.0,78000.0,fuzzy
19,TUE,300 22ND ST,2200 PACIFIC AVE,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,PEDESTRIAN,1,NO,NO,na,300 22ND ST,13000.0,14000.0,fuzzy
15,TUE,4100 SHORE DR,4100 BAYLAKE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,220,4100 SHORE DR,5000.0,5400.0,fuzzy
21,MON,400 22ND ST,2200 BALTIC AVE,,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,OTHER,3,NO,NO,na,400 22ND ST,13000.0,14000.0,fuzzy
17,SUN,4000 VIRGINIA BEACH BL, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,322,4000 VIRGINIA BEACH BL,30000.0,34000.0,fuzzy
20,WED,1049 COLLEGE PARK,AUBURN DR,00.25 Miles From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,PEDESTRIAN,1,NO,NO,na,1049 COLLEGE PARK,6000.0,6400.0,fuzzy
20,THU,800 S. ROSEMONT RD,3600 HOLLAND RD,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,800 S. ROSEMONT RD,30000.0,32000.0,fuzzy
17,SAT,6000 INDIAN RIVER RD,LEVEL GREEN RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,6000 INDIAN RIVER RD,71000.0,78000.0,fuzzy
16,THU,2400 BLOCK LYNNHAVEN PARKWAY,PLEASANT VALLEY DRIVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2400 BLOCK LYNNHAVEN PARKWAY,46000.0,50000.0,fuzzy
18,THU,1200 BLOCK SOUTH ROSEMONT RD,MOUNTAIN DR,Yes,DAYLIGHT,MIST,WET,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,PEDESTRIAN,1,YES,NO,na,1200 BLOCK SOUTH ROSEMONT RD,30000.0,32000.0,fuzzy
18,SAT,1700 KEMPSVILLE RD,BEAUFAIN BLVD,Yes,DAYLIGHT,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1700 KEMPSVILLE RD,39000.0,42000.0,fuzzy
14,FRI,SOUTH INDEPENDENCE BL,INVESTORS PLACE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,SOUTH INDEPENDENCE BL,73000.0,77000.0,fuzzy
21,MON,5300 PRINCESS ANNE ROAD,400 S. PARLIAMENT,,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,5300 PRINCESS ANNE ROAD,20000.0,22000.0,fuzzy
19,FRI,1400 KEMPSVILLE RD,5300 CANTERFORD DR,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,,2,NO,NO,na,1400 KEMPSVILLE RD,39000.0,42000.0,fuzzy
9,SAT,4700 INDIAN RIVER RD,INDEPENDENCE BLVD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,4700 INDIAN RIVER RD,71000.0,78000.0,fuzzy
22,SAT,1600 LEVEL GREEN BLVD,6000 INDIAN RIVER RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,REAR END,2,NO,NO,na,1600 LEVEL GREEN BLVD,1900.0,2100.0,fuzzy
20,SUN,4800 FERRELL PW,PLEASANT VALLEY RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,4800 FERRELL PW,43000.0,47000.0,fuzzy
17,MON,2500 LYNNHAVEN PW,BRIDLE CREEK BLV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2500 LYNNHAVEN PW,46000.0,50000.0,fuzzy
17,MON,2500 LYNNHAVEN PW,INDIAN RIVER RD,  700 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,3,NO,NO,na,2500 LYNNHAVEN PW,46000.0,50000.0,fuzzy
17,TUE,4100 ELBOW RD,WALPOLE ST,  700 Feet From,DAYLIGHT,RAIN,WET,YES-WORKING,NOT AT INTERSECTION,HEAD ON,3,NO,NO,na,4100 ELBOW RD,12000.0,12000.0,fuzzy
17,FRI,300 BLOCK NORTH GREAT NECK ROAD,2300 BLOCK VIRGINIA BEACH BOULEVARD, Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,3,NO,NO,na,300 BLOCK NORTH GREAT NECK ROAD,71000.0,78000.0,fuzzy
19,SAT,1860 LASKIN ROAD,HILLTOP ROAD, Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,ANGLE,2,NO,NO,na,1860 LASKIN ROAD,3000.0,3200.0,fuzzy
15,WED,2300 INDIAN RIVER RD,WEST NECK RD,00.60 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,NON-COLLISION,1,NO,NO,na,2300 INDIAN RIVER RD,71000.0,78000.0,fuzzy
16,THU,2300 ELSON GREEN AV,PRINCESS ANNE RD,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2300 ELSON GREEN AV,2600.0,2800.0,fuzzy
21,FRI,LONDON BRIDGE RD,DAM NECK RD,Yes,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,LONDON BRIDGE RD,33000.0,35000.0,exact
16,WED,500 BAKER RD, ,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,2,NO,NO,325,500 BAKER RD,5000.0,5400.0,fuzzy
12,THU,3097 NEW BRIDGE RD,INDIAN RIVER RD,01.00 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,FIXED OBJECT-OFF ROAD,1,NO,NO,na,3097 NEW BRIDGE RD,2400.0,2500.0,fuzzy
15,THU,DAM NECK RD,DRAKESMILE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,DAM NECK RD,36000.0,38000.0,exact
19,FRI,3300 PRINCESS ANN RD,1900 LANDSTOWN CENTER WAY,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,124,3300 PRINCESS ANN RD,39000.0,42000.0,fuzzy
14,FRI,3000 WEST NECK RD,BACK GATE DR,00.10 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,SIDESWIPE-OPPOSITE DIRECTION,2,NO,NO,na,3000 WEST NECK RD,39000.0,42000.0,fuzzy
11,TUE,1300 MILL DAM RD,SOUTH WOODHOUSE RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,YES,NO,223,1300 MILL DAM RD,8500.0,9300.0,fuzzy
14,TUE,500 FIRST COLONIAL RD,DONNA DR,  250 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,223,500 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
14,MON,2100 FIRST COLONIAL RD,DESTINATION LN,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2100 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
12,MON,5800 PRINCESS ANNE RD,100 NEWTOWN RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,5800 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
11,SUN,1900 LYNNHAVEN PW,LONGWOOD RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,1900 LYNNHAVEN PW,46000.0,50000.0,fuzzy
8,MON,1000 ROSEMONT RD S,3500 CAMPION AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,1000 ROSEMONT RD S,30000.0,32000.0,fuzzy
17,SUN,35 TH ST,PACIFIC AVE,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,35 TH ST,9600.0,10000.0,fuzzy
18,SUN,3253 TWINFLOWER LN,WINTERBERRY LN,  500 Feet From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,3253 TWINFLOWER LN,1900.0,2000.0,fuzzy
16,SAT,2900 BLOCK OF SABRE STREET,500 S LYNNHAVEN ROAD,  236 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,FOUR APPROACHES,ANGLE,2,NO,NO,na,2900 BLOCK OF SABRE STREET,16000.0,26000.0,fuzzy
15,MON,3700 TIFFANY LN,3800 PRINCESS ANNE ROAD,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,3700 TIFFANY LN,1900.0,2000.0,fuzzy
15,TUE,600 LYNNHAVEN PKWY,500 VIKING DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,600 LYNNHAVEN PKWY,46000.0,50000.0,fuzzy
23,TUE,3400 HOLLAND ROAD,STONESHORE RD,Yes,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,3400 HOLLAND ROAD,36000.0,38000.0,fuzzy
16,WED,4200 HOLLAND RD,PLAZA TRL S,  600 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,4200 HOLLAND RD,36000.0,38000.0,fuzzy
2,THU,404 LEE HIGHLANDS BL,S LYNNHAVEN RD,  500 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,HEAD ON,2,NO,NO,129,404 LEE HIGHLANDS BL,2400.0,2600.0,fuzzy
18,MON,3252 HOLLAND RD,BAYHEAD DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,OTHER,1,NO,NO,126,3252 HOLLAND RD,36000.0,38000.0,fuzzy
21,FRI,3900 PRINCESS ANNE RD,INDEPENDENCE BL S,  .50 Miles From,DUSK,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,121,3900 PRINCESS ANNE RD,20000.0,22000.0,fuzzy
19,SUN,3200 SILINA DR,400 APPIAN AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,129,3200 SILINA DR,6700.0,7200.0,fuzzy
23,SAT,1800 CONCERT DR,ROSEMONT RD S,  .10 Miles From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,ANGLE,3,NO,NO,128,1800 CONCERT DR,9400.0,10000.0,fuzzy
8,FRI,ROSEMONT RD S,SENTARA WY,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,ROSEMONT RD S,30000.0,32000.0,fuzzy
12,MON,300 GREAT NECK RD N,2300 VIRGINIA BEACH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,6,NO,NO,222,300 GREAT NECK RD N,39000.0,42000.0,fuzzy
15,TUE,100 INDEPENDENCE BL S,COLUMBUS ST,  300 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,0,NO,NO,na,100 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
13,FRI,INDEPENDENCE RD S,WINDSOR OAKS BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,INDEPENDENCE RD S,7900.0,8100.0,fuzzy
8,THU,INDEPENDENCE BL,JEANNE ST,25.00 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,0,NO,NO,na,INDEPENDENCE BL,73000.0,77000.0,exact
15,THU,5852 NORTHAMPTON BL,BURTON STATION RD,  400 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,0,NO,NO,na,5852 NORTHAMPTON BL,30000.0,34000.0,fuzzy
12,SAT,437 INDEPENDENCE BL S,EDWIN DR,00.05 Miles From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,REAR END,2,NO,NO,na,437 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
11,TUE,200 FIRST COLONIAL RD,OCEANA BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,200 FIRST COLONIAL RD,36000.0,39000.0,fuzzy
12,SAT,KEMPSVILLE RD,CENTERVILLE TP,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,na,KEMPSVILLE RD,15000.0,16000.0,fuzzy
16,SAT,UPTON DR,TENNYSON RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,UPTON DR,9600.0,10000.0,fuzzy
17,SAT,SCARLET OAK DR,S LYNNHAVEN RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,na,SCARLET OAK DR,6700.0,7200.0,fuzzy
21,TUE,100 BAKER RD,LAVENDER LN,Yes,DARKNESS-ROAD LIGHTED,RAIN,WET,YES-WORKING,FOUR APPROACHES,REAR END,2,NO,NO,327,100 BAKER RD,5000.0,5400.0,fuzzy
12,FRI,5425 VIRGINIA BEACH BLVD,WEXFORD DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,NO,NO,na,5425 VIRGINIA BEACH BLVD,30000.0,34000.0,fuzzy
7,FRI,BONNEY RD,S BOGGS AV,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,BONNEY RD,12000.0,13000.0,exact
11,TUE,WEAVER DR,DUNWAY CT,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,THREE APPROACHES,FIXED OBJECT-OFF ROAD,1,NO,NO,325,WEAVER DR,9600.0,10000.0,fuzzy
10,SUN,CONSTITUTION DR,VIRGINIA BEACH BL,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,323,CONSTITUTION DR,9600.0,10000.0,exact
22,SAT,2400 BLOCK PACIFIC AVENUE,24TH STREET,    5 Feet From,DARKNESS-ROAD LIGHTED,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,na,2400 BLOCK PACIFIC AVENUE,17000.0,18000.0,fuzzy
7,MON,1600 LYNNHAVEN PW,1500 FAIRFAX DR,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,2,NO,NO,na,1600 LYNNHAVEN PW,46000.0,50000.0,fuzzy
13,SUN,1300 INDEPENDENCE BL S,4300 HOLLAND RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,426,1300 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
12,SUN,1600 INDEPENDENCE BL S,4400 PLAZA TL S,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,3,NO,NO,na,1600 INDEPENDENCE BL S,73000.0,77000.0,fuzzy
6,TUE,2021 MONUMENT DR,LYNNHAVEN PW,  500 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,na,2021 MONUMENT DR,9400.0,10000.0,fuzzy
15,MON,1600 BLK VIRGINIA BEACH BLVD,WEST LN, Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,TWO APPROACHES,REAR END,2,NO,NO,na,1600 BLK VIRGINIA BEACH BLVD,73000.0,77000.0,fuzzy
12,TUE,3700 TIFFANY LANE,3800 PRINCESS ANNE ROAD,   50 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,ANGLE,2,NO,NO,na,3700 TIFFANY LANE,1900.0,2000.0,fuzzy
16,WED,3100 VIRGINIA  BACH BLVD,KING GRANT RD,,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,OTHER,2,NO,NO,na,3100 VIRGINIA  BACH BLVD,30000.0,34000.0,fuzzy
16,SUN,4600 WITCHDUCK RD N,FERR Y PLANTATION,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,THREE APPROACHES,ANGLE,2,NO,NO,328,4600 WITCHDUCK RD N,5100.0,5600.0,fuzzy
12,SAT,700 NEWTOWN RD,DIAMONG SPRINGS RD,   68 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,NOT AT INTERSECTION,REAR END,2,NO,NO,423,700 NEWTOWN RD,39000.0,42000.0,fuzzy
7,SAT,5700 NORTHAMPTON BL,1100 BAKER RD,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,BACKED INTO,2,NO,NO,329,5700 NORTHAMPTON BL,30000.0,34000.0,fuzzy
13,SAT,1612 LITTLE NECK RD W,FIVE HILL TL,  200 Feet From,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,NO TRAFFIC CONTROL DEVICE PRESENT,NOT AT INTERSECTION,OTHER,1,NO,NO,320,1612 LITTLE NECK RD W,16000.0,18000.0,fuzzy
11,THU,CLEVELAND ST,WITCHDUCK RD N,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,SIDESWIPE-SAME DIRECTION,2,YES,NO,325,CLEVELAND ST,9600.0,10000.0,exact
10,THU,400 INDEPENDENCE BL,4600 JEANNE ST,Yes,DAYLIGHT,NO ADVERSE CONDITION (CLEAR/CLOUDY),DRY,YES-WORKING,FOUR APPROACHES,ANGLE,2,NO,NO,328,400 INDEPENDENCE BL,73000.0,77000.0,fuzzy
